# created by ghgpy
date        ch4_obd            ch4prods          ch4eps            ch4ebls           ch4e_tot          cont       
2022-07-26   3.4678000000E-01  3.5531511941E+00  3.7606405571E-01  4.6807438831E-03  3.8074479960E-01  irr_2wk    
2022-08-01   3.2468000000E-01  3.7296517701E+00  4.7204649242E-01  4.7416160667E-03  4.7678810849E-01  irr_2wk    
2022-08-04   2.5257000000E-01  4.9887973569E+00  6.8520779172E-01  6.8106818542E-03  6.9201847357E-01  irr_2wk    
2022-08-05   3.1844000000E-01  4.0109770703E+00  5.6554588524E-01  5.0350848046E-03  5.7058097005E-01  irr_2wk    
2022-08-09   3.4848000000E-01  3.8211631663E+00  5.9554037310E-01  4.5176189307E-03  6.0005799203E-01  irr_2wk    
2022-08-12   4.0282000000E-01  4.1093911139E+00  6.8721896840E-01  4.8233373803E-03  6.9204230578E-01  irr_2wk    
2022-08-16   3.5099000000E-01  3.5531511941E+00  6.4905171764E-01  3.7683734449E-03  6.5282009109E-01  irr_2wk    
2022-08-19   4.4669000000E-01  2.7883077485E+00  5.4208585779E-01  2.5763613369E-03  5.4466221913E-01  irr_2wk    
2022-08-23   6.5821000000E-01  3.7296517701E+00  7.8413965990E-01  3.6791175941E-03  7.8781877749E-01  irr_2wk    
2022-08-26   4.5859000000E-01  3.4680583016E+00  7.7064473965E-01  3.1896061563E-03  7.7383434581E-01  irr_2wk    
2022-08-30   2.9083000000E-01  1.5584237131E+00  3.7128565424E-01  9.1170557192E-04  3.7219735981E-01  irr_2wk    
2022-09-02   2.7884000000E-01  1.3474782330E+00  3.3726173440E-01  6.8591906430E-04  3.3794765347E-01  irr_2wk    
2022-09-07   2.3624000000E-01  1.2529676657E+00  3.3871938422E-01  5.5859851649E-04  3.3927798274E-01  irr_2wk    
2022-09-16   2.7154000000E-01  1.8466161758E+00  5.6497458043E-01  8.8359148351E-04  5.6585817192E-01  irr_2wk    
2022-09-19   2.6828000000E-01  2.0346318025E+00  6.4618495255E-01  9.6417277329E-04  6.4714912533E-01  irr_2wk    
2022-06-03   8.7270000000E-02  9.5970903411E-01  2.9601768993E-03  7.5905785429E-04  3.7192347536E-03  irr_3wk    
2022-06-10   3.4742000000E-01  1.5211016926E+00  8.5903529695E-03  1.6558997310E-03  1.0246252700E-02  irr_3wk    
2022-06-17   2.5937000000E-01  1.5211016926E+00  1.8536661106E-02  1.6339968662E-03  2.0170657972E-02  irr_3wk    
2022-06-22   4.6943000000E-01  2.4700412973E+00  4.7188730938E-02  3.3983519236E-03  5.0587082862E-02  irr_3wk    
2022-06-24   4.4561000000E-01  2.3531500328E+00  5.2625813880E-02  3.1419505419E-03  5.5767764422E-02  irr_3wk    
2022-06-29   8.2725000000E-01  2.9268152020E+00  9.2706736939E-02  4.2329784900E-03  9.6939715429E-02  irr_3wk    
2022-07-05   1.3656000000E-01  4.3135225620E+00  1.9367350075E-01  7.0427615738E-03  2.0071626232E-01  irr_3wk    
2022-07-08   3.6840000000E-02  3.8211631663E+00  1.9980296704E-01  5.8771130542E-03  2.0568008009E-01  irr_3wk    
2022-07-12   2.5940000000E-01  5.9113537735E+00  3.7175084176E-01  1.0236189405E-02  3.8198703116E-01  irr_3wk    
2022-07-15   2.8992000000E-01  3.0722029270E+00  2.1924023339E-01  4.1511960177E-03  2.2339142941E-01  irr_3wk    
2022-07-19   2.8459000000E-01  2.9268152020E+00  2.4384191775E-01  3.7662450209E-03  2.4760816277E-01  irr_3wk    
2022-07-22   3.1753000000E-01  2.7883077485E+00  2.5855863291E-01  3.4336503866E-03  2.6199228329E-01  irr_3wk    
2022-07-26   4.3585000000E-01  2.8567221612E+00  3.0235429434E-01  3.4410376078E-03  3.0579533195E-01  irr_3wk    
2022-08-01   5.1456000000E-01  4.6388888709E+00  5.8712484575E-01  6.3695558657E-03  5.9349440162E-01  irr_3wk    
2022-08-04   5.0135000000E-01  4.1093911139E+00  5.6442196566E-01  5.2564646297E-03  5.6967843029E-01  irr_3wk    
2022-08-05   5.1766000000E-01  4.4193599154E+00  6.2312767481E-01  5.7394187633E-03  6.2886709357E-01  irr_3wk    
2022-08-09   5.9430000000E-01  4.2102198620E+00  6.5617609044E-01  5.1545414748E-03  6.6133063192E-01  irr_3wk    
2022-08-12   5.2389000000E-01  3.3850032622E+00  5.6607861976E-01  3.6939608579E-03  5.6977258062E-01  irr_3wk    
2022-08-16   6.4631000000E-01  4.1093911139E+00  7.5065968636E-01  4.5995704881E-03  7.5525925684E-01  irr_3wk    
2022-08-19   5.5986000000E-01  3.4680583016E+00  6.7423883187E-01  3.5087901429E-03  6.7774762201E-01  irr_3wk    
2022-08-23   5.8758000000E-01  3.4680583016E+00  7.2914100960E-01  3.3270181295E-03  7.3246802773E-01  irr_3wk    
2022-08-26   4.0751000000E-01  1.9859052789E+00  4.4129230928E-01  1.4149650226E-03  4.4270727431E-01  irr_3wk    
2022-08-30   3.8024000000E-01  1.9859052789E+00  4.7313072469E-01  1.3333020105E-03  4.7446402670E-01  irr_3wk    
2022-09-02   2.8171000000E-01  1.2837107022E+00  3.2130129251E-01  6.3262727857E-04  3.2193391979E-01  irr_3wk    
2022-09-07   6.1192000000E-01  1.2837107022E+00  3.4703026301E-01  5.8185004411E-04  3.4761211306E-01  irr_3wk    
2022-09-16   4.7348000000E-01  1.8466161758E+00  5.6497458043E-01  8.8359148351E-04  5.6585817192E-01  irr_3wk    
2022-09-19   4.6857000000E-01  1.8466161758E+00  5.8647249319E-01  8.3058116705E-04  5.8730307436E-01  irr_3wk    
2022-05-27  -1.4200000000E-03  4.6378920483E-01  2.2423094993E-03  1.7087788923E-04  2.4131873885E-03  irr_4wk    
2022-06-03   4.8100000000E-03  9.8325662491E-01  3.0328083238E-03  7.9291448556E-04  3.8257228094E-03  irr_4wk    
2022-06-10   4.7630000000E-02  1.3474782330E+00  7.6098223392E-03  1.3579242067E-03  8.9677465458E-03  irr_4wk    
2022-06-17   7.4210000000E-02  1.6759746390E+00  2.0423995356E-02  1.9080186935E-03  2.2332014049E-02  irr_4wk    
2022-06-22   1.7772000000E-01  2.6563549675E+00  5.0748147398E-02  3.7796528905E-03  5.4527800288E-02  irr_4wk    
2022-06-24   3.7506000000E-01  2.3531500328E+00  5.2625813880E-02  3.1419505419E-03  5.5767764422E-02  irr_4wk    
2022-06-29   5.4060000000E-01  2.9268152020E+00  9.2706736939E-02  4.2329784900E-03  9.6939715429E-02  irr_4wk    
2022-07-01   1.9861000000E-01  4.3135225620E+00  1.5461202649E-01  7.1828982772E-03  1.6179492477E-01  irr_4wk    
2022-07-05   1.7326000000E-01  3.7296517701E+00  1.6745819791E-01  5.7785647454E-03  1.7323676266E-01  irr_4wk    
2022-07-08   1.4849000000E-01  3.9149199024E+00  2.0470536801E-01  6.0752435650E-03  2.1078061158E-01  irr_4wk    
2022-07-12   1.4279000000E-01  5.7697852997E+00  3.6284794044E-01  9.9217844525E-03  3.7276972489E-01  irr_4wk    
2022-07-15   1.1699000000E-01  3.5531511941E+00  2.5356192790E-01  5.0901664894E-03  2.5865209439E-01  irr_4wk    
2022-07-19   1.0174000000E-01  2.5306466680E+00  2.1083590664E-01  3.0513106325E-03  2.1388721727E-01  irr_4wk    
2022-07-26   2.1412000000E-01  2.7883077485E+00  2.9511334114E-01  3.3231214908E-03  2.9843646263E-01  irr_4wk    
2022-08-01   2.5842000000E-01  4.1093911139E+00  5.2010851975E-01  5.4127661722E-03  5.2552128592E-01  irr_4wk    
2022-08-04   3.1526000000E-01  5.3650992212E+00  7.3689258687E-01  7.4912580873E-03  7.4438384496E-01  irr_4wk    
2022-08-05   3.2500000000E-01  4.4193599154E+00  6.2312767481E-01  5.7394187633E-03  6.2886709357E-01  irr_4wk    
2022-08-09   3.8562000000E-01  4.8693227907E+00  7.5889936789E-01  6.2597914581E-03  7.6515915935E-01  irr_4wk    
2022-08-12   3.2940000000E-01  3.5531511941E+00  5.9419822317E-01  3.9517030006E-03  5.9814992617E-01  irr_4wk    
2022-08-16   4.3418000000E-01  3.9149199024E+00  7.1513576210E-01  4.3060346884E-03  7.1944179679E-01  irr_4wk    
2022-08-19   3.9471000000E-01  3.3850032622E+00  6.5809177554E-01  3.3922154279E-03  6.6148399096E-01  irr_4wk    
2022-08-23   3.6503000000E-01  3.4680583016E+00  7.2914100960E-01  3.3270181295E-03  7.3246802773E-01  irr_4wk    
2022-08-26   3.0261000000E-01  3.5531511941E+00  7.8955341544E-01  3.2987932643E-03  7.9285220871E-01  irr_4wk    
2022-08-30   2.7617000000E-01  1.3805401975E+00  3.2890591060E-01  7.4843159962E-04  3.2965434220E-01  irr_4wk    
2022-09-02   2.5747000000E-01  1.1371838169E+00  2.8462692534E-01  5.1469973629E-04  2.8514162508E-01  irr_4wk    
2022-09-07   3.5782000000E-01  1.3152080553E+00  3.5554505899E-01  6.0593011714E-04  3.5615098911E-01  irr_4wk    
2022-09-16   2.9929000000E-01  1.6759746390E+00  5.1276658404E-01  7.5899593884E-04  5.1352557998E-01  irr_4wk    
2022-09-19   3.8585000000E-01  1.5584237131E+00  4.9494456533E-01  6.3533078249E-04  4.9557989611E-01  irr_4wk    
